Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1021.998046875, Temperature =38.99299621582031, Humidity =17.712221145629883
Presure =1022.005615234375, Temperature =38.97444152832031, Humidity =17.67563247680664
Presure =1022.002685546875, Temperature =39.085784912109375, Humidity =17.709171295166016
Presure =1021.998046875, Temperature =38.97444152832031, Humidity =17.971389770507812
Presure =1021.982666015625, Temperature =39.011558532714844, Humidity =17.81283950805664
Presure =1022.018798828125, Temperature =39.067230224609375, Humidity =17.559768676757812
Presure =1021.99609375, Temperature =39.011558532714844, Humidity =17.75185775756836
Presure =1022.01025390625, Temperature =38.99299621582031, Humidity =17.599407196044922
Presure =1021.987060546875, Temperature =38.99299621582031, Humidity =17.575016021728516
Presure =1022.0126953125, Temperature =39.04867172241211, Humidity =17.834182739257812
Presure =1022.00830078125, Temperature =39.085784912109375, Humidity =17.886016845703125
Presure =1021.9775390625, Temperature =39.16001510620117, Humidity =15.431543350219727
Presure =1021.990478515625, Temperature =39.085784912109375, Humidity =17.9134578704834
Presure =1021.9833984375, Temperature =39.04867172241211, Humidity =17.51708221435547
Presure =1021.9853515625, Temperature =38.99299621582031, Humidity =17.26706314086914
Presure =1022.0048828125, Temperature =38.93732452392578, Humidity =17.642093658447266
Presure =1021.993408203125, Temperature =38.900211334228516, Humidity =17.6451416015625
Presure =1021.992431640625, Temperature =38.900211334228516, Humidity =17.117660522460938
Presure =1022.020751953125, Temperature =38.93732452392578, Humidity =17.69087791442871
Presure =1021.9775390625, Temperature =38.77030944824219, Humidity =17.77320098876953
Presure =1022.014892578125, Temperature =39.011558532714844, Humidity =17.632946014404297
Presure =1022.014404296875, Temperature =38.80742645263672, Humidity =17.895164489746094
Presure =1022.02294921875, Temperature =38.88165283203125, Humidity =17.77320098876953
Presure =1022.034912109375, Temperature =38.95588302612305, Humidity =17.785398483276367
Presure =1021.989501953125, Temperature =39.067230224609375, Humidity =17.67563247680664
Presure =1022.017578125, Temperature =39.04867172241211, Humidity =17.803691864013672
Presure =1022.033203125, Temperature =39.085784912109375, Humidity =17.989683151245117
Presure =1022.0068359375, Temperature =39.011558532714844, Humidity =17.809791564941406
Presure =1022.017333984375, Temperature =39.141456604003906, Humidity =17.54757308959961
Presure =1022.0166015625, Temperature =38.99299621582031, Humidity =17.867721557617188
Presure =1022.015625, Temperature =38.97444152832031, Humidity =17.559768676757812
Presure =1022.02392578125, Temperature =39.04867172241211, Humidity =17.61770248413086
Presure =1022.00341796875, Temperature =38.86309814453125, Humidity =17.70612335205078
Presure =1022.02392578125, Temperature =38.82598114013672, Humidity =17.651241302490234
Presure =1022.01416015625, Temperature =38.78886795043945, Humidity =17.465248107910156
Presure =1021.9912109375, Temperature =38.80742645263672, Humidity =17.803691864013672
Presure =1022.02685546875, Temperature =38.77030944824219, Humidity =17.74576187133789
Presure =1022.00927734375, Temperature =38.900211334228516, Humidity =17.849428176879883
Presure =1022.013916015625, Temperature =39.067230224609375, Humidity =17.794544219970703
Presure =1022.041748046875, Temperature =38.93732452392578, Humidity =17.849428176879883
Presure =1022.04052734375, Temperature =38.95588302612305, Humidity =17.712221145629883
Presure =1022.007568359375, Temperature =38.95588302612305, Humidity =17.477445602416992
Presure =1022.01611328125, Temperature =39.011558532714844, Humidity =17.88906478881836
Presure =1022.033447265625, Temperature =38.86309814453125, Humidity =17.651241302490234
Presure =1022.010009765625, Temperature =38.99299621582031, Humidity =17.92870330810547
Presure =1022.029541015625, Temperature =38.95588302612305, Humidity =17.727466583251953
Presure =1022.001708984375, Temperature =39.04867172241211, Humidity =17.65428924560547
Presure =1022.023193359375, Temperature =39.10434341430664, Humidity =17.974437713623047
Presure =1022.064697265625, Temperature =39.10434341430664, Humidity =17.660388946533203
Presure =1022.041015625, Temperature =39.16001510620117, Humidity =17.85857391357422
Presure =1022.053955078125, Temperature =38.99299621582031, Humidity =17.85857391357422
Presure =1022.044921875, Temperature =39.10434341430664, Humidity =17.541475296020508
Presure =1022.02587890625, Temperature =38.97444152832031, Humidity =17.358531951904297
Presure =1022.03271484375, Temperature =39.030113220214844, Humidity =17.870771408081055
Presure =1022.04443359375, Temperature =38.91876983642578, Humidity =17.736614227294922
Presure =1022.05322265625, Temperature =39.067230224609375, Humidity =17.82808494567871
Presure =1022.02783203125, Temperature =39.011558532714844, Humidity =17.837230682373047
Presure =1022.077392578125, Temperature =38.78886795043945, Humidity =18.01102638244629
Presure =1022.039306640625, Temperature =38.88165283203125, Humidity =17.98663330078125
Presure =1022.042724609375, Temperature =38.900211334228516, Humidity =17.58416175842285
Presure =1022.05419921875, Temperature =38.88165283203125, Humidity =17.87991714477539
Presure =1022.05078125, Temperature =38.80742645263672, Humidity =17.754907608032227
Presure =1022.03662109375, Temperature =38.77030944824219, Humidity =18.029319763183594
Presure =1022.02392578125, Temperature =38.844539642333984, Humidity =17.767105102539062
Presure =1022.0703125, Temperature =38.77030944824219, Humidity =17.67563247680664
Presure =1022.06494140625, Temperature =38.97444152832031, Humidity =18.01102638244629
Presure =1022.025390625, Temperature =38.900211334228516, Humidity =17.7823486328125
Presure =1022.065185546875, Temperature =38.88165283203125, Humidity =17.63904571533203
Presure =1022.033935546875, Temperature =39.011558532714844, Humidity =17.696975708007812
Presure =1022.05126953125, Temperature =39.067230224609375, Humidity =17.635995864868164
Presure =1022.0205078125, Temperature =38.93732452392578, Humidity =17.82808494567871
Presure =1022.052001953125, Temperature =38.97444152832031, Humidity =17.79149627685547
Presure =1022.0341796875, Temperature =38.844539642333984, Humidity =17.79149627685547
Presure =1022.051025390625, Temperature =38.95588302612305, Humidity =17.61770248413086
Presure =1022.04833984375, Temperature =38.91876983642578, Humidity =17.681732177734375
Presure =1022.047607421875, Temperature =39.011558532714844, Humidity =17.886016845703125
Presure =1022.045166015625, Temperature =38.82598114013672, Humidity =17.855525970458984
Presure =1022.0234375, Temperature =38.93732452392578, Humidity =17.876869201660156
Presure =1022.037353515625, Temperature =38.91876983642578, Humidity =17.9256534576416
Presure =1022.0439453125, Temperature =39.067230224609375, Humidity =17.943946838378906
Presure =1022.017578125, Temperature =38.91876983642578, Humidity =17.79759407043457
Presure =1021.998779296875, Temperature =38.86309814453125, Humidity =17.74576187133789
Presure =1022.007080078125, Temperature =38.91876983642578, Humidity =17.443904876708984
Presure =1022.021484375, Temperature =38.91876983642578, Humidity =17.867721557617188
Presure =1021.971923828125, Temperature =38.714637756347656, Humidity =17.785398483276367
Presure =1022.005615234375, Temperature =38.93732452392578, Humidity =17.953094482421875
Presure =1021.976318359375, Temperature =38.82598114013672, Humidity =18.04761505126953
Presure =1021.98046875, Temperature =38.97444152832031, Humidity =18.06591033935547
Presure =1021.989990234375, Temperature =38.82598114013672, Humidity =17.70002555847168
Presure =1021.992919921875, Temperature =38.88165283203125, Humidity =17.77320098876953
Presure =1022.00537109375, Temperature =38.80742645263672, Humidity =17.629898071289062
Presure =1021.972412109375, Temperature =38.80742645263672, Humidity =17.779300689697266
Presure =1021.96142578125, Temperature =38.714637756347656, Humidity =18.007976531982422
Presure =1021.991455078125, Temperature =38.77030944824219, Humidity =17.77320098876953
Presure =1022.003173828125, Temperature =38.69607925415039, Humidity =17.922603607177734
Presure =1021.9931640625, Temperature =38.69607925415039, Humidity =17.754907608032227
Presure =1021.97705078125, Temperature =38.78886795043945, Humidity =17.815887451171875
Presure =1021.967041015625, Temperature =38.82598114013672, Humidity =17.85857391357422
Presure =1021.977294921875, Temperature =38.658966064453125, Humidity =17.59330940246582
Presure =1021.981201171875, Temperature =38.95588302612305, Humidity =17.837230682373047
Presure =1021.9453125, Temperature =38.86309814453125, Humidity =17.84333038330078
Presure =1021.96142578125, Temperature =38.733192443847656, Humidity =18.007976531982422
Presure =1021.93798828125, Temperature =38.78886795043945, Humidity =17.82198715209961
Presure =1021.969482421875, Temperature =38.86309814453125, Humidity =18.77023696899414
Presure =1021.952392578125, Temperature =38.86309814453125, Humidity =17.70612335205078
Presure =1021.9462890625, Temperature =38.91876983642578, Humidity =17.59330940246582
Presure =1021.982177734375, Temperature =38.93732452392578, Humidity =17.748809814453125
Presure =1021.96044921875, Temperature =38.88165283203125, Humidity =17.7823486328125
Presure =1022.000732421875, Temperature =38.80742645263672, Humidity =17.895164489746094
Presure =1022.0234375, Temperature =38.75175476074219, Humidity =17.901260375976562
Presure =1021.99560546875, Temperature =38.82598114013672, Humidity =17.57196617126465
Presure =1022.014892578125, Temperature =38.733192443847656, Humidity =17.989683151245117
Presure =1021.98583984375, Temperature =38.88165283203125, Humidity =17.730514526367188
Presure =1021.9970703125, Temperature =38.658966064453125, Humidity =17.761005401611328
Presure =1021.989013671875, Temperature =38.844539642333984, Humidity =17.85247802734375
Presure =1021.9970703125, Temperature =38.80742645263672, Humidity =17.785398483276367
Presure =1021.98583984375, Temperature =38.95588302612305, Humidity =17.712221145629883
Presure =1021.97607421875, Temperature =38.82598114013672, Humidity =17.977487564086914
Presure =1021.948974609375, Temperature =38.95588302612305, Humidity =17.72136878967285
Presure =1021.9755859375, Temperature =38.733192443847656, Humidity =17.864673614501953
Presure =1021.9814453125, Temperature =38.78886795043945, Humidity =17.761005401611328
Presure =1021.972900390625, Temperature =38.82598114013672, Humidity =17.779300689697266
Presure =1021.990234375, Temperature =38.900211334228516, Humidity =17.9256534576416
Presure =1022.00146484375, Temperature =38.95588302612305, Humidity =17.90431022644043
Presure =1021.97509765625, Temperature =38.86309814453125, Humidity =17.82808494567871
Presure =1021.9931640625, Temperature =38.900211334228516, Humidity =17.886016845703125
Presure =1021.978759765625, Temperature =38.88165283203125, Humidity =17.983585357666016
Presure =1021.991943359375, Temperature =38.77030944824219, Humidity =17.733564376831055
Presure =1021.983154296875, Temperature =38.69607925415039, Humidity =17.681732177734375
Presure =1021.986083984375, Temperature =38.88165283203125, Humidity =18.105546951293945
Presure =1021.959228515625, Temperature =38.93732452392578, Humidity =17.614652633666992
Presure =1021.9697265625, Temperature =38.88165283203125, Humidity =17.93480110168457
Presure =1021.9912109375, Temperature =38.900211334228516, Humidity =17.965290069580078
Presure =1021.966064453125, Temperature =38.95588302612305, Humidity =17.867721557617188
Presure =1021.99169921875, Temperature =38.86309814453125, Humidity =17.983585357666016
Presure =1021.968994140625, Temperature =38.95588302612305, Humidity =17.788448333740234
Presure =1021.98388671875, Temperature =38.900211334228516, Humidity =17.69087791442871
Presure =1021.954345703125, Temperature =38.97444152832031, Humidity =17.559768676757812
